,State,Year,Month,Population,Unemployment Rate,effective_min_wage,effective_min_2020,State_id
10206,New Hampshire,1992,1,848393,7.1,4.25,7.84,30.0
10207,New Jersey,1992,1,6087456,7.7,4.25,7.84,31.0
10208,New Mexico,1992,1,1152306,7.3,4.25,7.84,32.0
10209,New York,1992,1,14107022,8.2,4.25,7.84,33.0
10211,North Carolina,1992,1,5235177,6.3,4.25,7.84,34.0
10212,North Dakota,1992,1,464800,4.4,4.25,7.84,35.0
10213,Ohio,1992,1,8322234,6.9,4.25,7.84,36.0
10214,Oklahoma,1992,1,2377720,6.1,4.25,7.84,37.0
10215,Oregon,1992,1,2270762,7.2,4.75,8.76,38.0
10216,Pennsylvania,1992,1,9273250,7.4,4.25,7.84,39.0
10217,Rhode Island,1992,1,779207,9.1,4.45,8.2,40.0
10218,South Carolina,1992,1,2684449,6.7,4.25,7.84,41.0
10219,South Dakota,1992,1,508221,3.4,4.25,7.84,42.0
10220,Tennessee,1992,1,3851877,6.8,4.25,7.84,43.0
10221,Texas,1992,1,12930034,7.5,4.25,7.84,44.0
10222,Utah,1992,1,1228211,4.9,4.25,7.84,45.0
10223,Vermont,1992,1,433609,6.2,4.25,7.84,46.0
10224,Virginia,1992,1,4749191,6.3,4.25,7.84,47.0
10225,Washington,1992,1,3815080,6.8,4.25,7.84,48.0
10226,West Virginia,1992,1,1412912,11.4,4.25,7.84,49.0
10227,Wisconsin,1992,1,3745387,5.0,4.25,7.84,50.0
10228,Wyoming,1992,1,336537,5.4,4.25,7.84,51.0
10812,Alabama,1993,1,3175677,7.5,4.25,7.61,1.0
10813,Alaska,1993,1,399681,8.0,4.75,8.5,2.0
10814,Arizona,1993,1,3015000,7.1,4.25,7.61,3.0
10815,Arkansas,1993,1,1842236,6.4,4.25,7.61,4.0
10816,California,1993,1,23126387,9.8,4.25,7.61,5.0
10818,Colorado,1993,1,2670168,6.0,4.25,7.61,6.0
10819,Connecticut,1993,1,2555134,7.1,4.27,7.64,7.0
10820,Delaware,1993,1,533814,4.8,4.25,7.61,8.0
10821,District of Columbia,1993,1,472527,8.6,4.25,7.61,9.0
10822,Florida,1993,1,10797143,7.9,4.25,7.61,10.0
10823,Georgia,1993,1,5148402,6.1,4.25,7.61,11.0
10824,Hawaii,1993,1,845853,4.6,4.25,7.61,12.0
10825,Idaho,1993,1,790005,6.3,4.25,7.61,13.0
10826,Illinois,1993,1,8893210,7.5,4.25,7.61,14.0
10827,Indiana,1993,1,4318993,5.7,4.25,7.61,15.0
10828,Iowa,1993,1,2135140,4.3,4.65,8.32,16.0
10829,Kansas,1993,1,1870437,4.8,4.25,7.61,17.0
10830,Kentucky,1993,1,2877842,6.6,4.25,7.61,18.0
10831,Louisiana,1993,1,3132788,7.5,4.25,7.61,19.0
10832,Maine,1993,1,947143,6.9,4.25,7.61,20.0
10833,Maryland,1993,1,3756513,6.1,4.25,7.61,21.0
10834,Massachusetts,1993,1,4689632,8.2,4.25,7.61,22.0
10835,Michigan,1993,1,7155891,7.6,4.25,7.61,23.0
10836,Minnesota,1993,1,3371347,5.0,4.25,7.61,24.0
10837,Mississippi,1993,1,1940770,7.2,4.25,7.61,25.0
10838,Missouri,1993,1,3943518,6.2,4.25,7.61,26.0
10839,Montana,1993,1,619752,6.4,4.25,7.61,27.0
10840,Nebraska,1993,1,1196019,2.9,4.25,7.61,28.0
10841,Nevada,1993,1,1072248,6.9,4.25,7.61,29.0
10842,New Hampshire,1993,1,853542,7.2,4.25,7.61,30.0
10843,New Jersey,1993,1,6115595,8.5,4.25,7.61,31.0
10844,New Mexico,1993,1,1178853,7.3,4.25,7.61,32.0
10845,New York,1993,1,14141993,8.4,4.25,7.61,33.0
10847,North Carolina,1993,1,5328022,5.7,4.25,7.61,34.0
10848,North Dakota,1993,1,468663,4.5,4.25,7.61,35.0
10849,Ohio,1993,1,8374387,7.2,4.25,7.61,36.0
10850,Oklahoma,1993,1,2402985,5.5,4.25,7.61,37.0
10851,Oregon,1993,1,2324008,7.2,4.75,8.5,38.0
10852,Pennsylvania,1993,1,9306571,7.2,4.25,7.61,39.0
10853,Rhode Island,1993,1,780066,8.1,4.45,7.97,40.0
10854,South Carolina,1993,1,2722185,7.1,4.25,7.61,41.0
10855,South Dakota,1993,1,515287,3.6,4.25,7.61,42.0
10856,Tennessee,1993,1,3909018,6.3,4.25,7.61,43.0
10857,Texas,1993,1,13176250,7.6,4.25,7.61,44.0
10858,Utah,1993,1,1279592,4.5,4.25,7.61,45.0
10859,Vermont,1993,1,436902,6.0,4.25,7.61,46.0
10860,Virginia,1993,1,4821723,5.6,4.25,7.61,47.0
10861,Washington,1993,1,3911998,7.6,4.25,7.61,48.0
10862,West Virginia,1993,1,1421430,10.7,4.25,7.61,49.0
10863,Wisconsin,1993,1,3795853,4.6,4.25,7.61,50.0
10864,Wyoming,1993,1,342795,5.2,4.25,7.61,51.0
11448,Alabama,1994,1,3215302,6.7,4.25,7.42,1.0
11449,Alaska,1994,1,406578,7.8,4.75,8.29,2.0
11450,Arizona,1994,1,3147406,6.2,4.25,7.42,3.0
11451,Arkansas,1994,1,1874177,5.8,4.25,7.42,4.0
11452,California,1994,1,23179485,9.3,4.25,7.42,5.0
11454,Colorado,1994,1,2764898,4.8,4.25,7.42,6.0
11455,Connecticut,1994,1,2550691,5.8,4.27,7.45,7.0
11456,Delaware,1994,1,541727,5.2,4.25,7.42,8.0
11457,District of Columbia,1994,1,467915,8.3,4.25,7.42,9.0
11458,Florida,1994,1,11006406,7.0,4.25,7.42,10.0
11459,Georgia,1994,1,5272533,5.6,4.25,7.42,11.0
11460,Hawaii,1994,1,855427,4.9,5.25,9.16,12.0
11461,Idaho,1994,1,818006,5.6,4.25,7.42,13.0
11462,Illinois,1994,1,8966197,6.6,4.25,7.42,14.0
11463,Indiana,1994,1,4367802,4.8,4.25,7.42,15.0
11464,Iowa,1994,1,2152077,3.9,4.65,8.12,16.0
11465,Kansas,1994,1,1890579,5.0,4.25,7.42,17.0
11466,Kentucky,1994,1,2912439,5.6,4.25,7.42,18.0
11467,Louisiana,1994,1,3156043,7.9,4.25,7.42,19.0
11468,Maine,1994,1,950865,6.7,4.25,7.42,20.0
11469,Maryland,1994,1,3782409,5.6,4.25,7.42,21.0
11470,Massachusetts,1994,1,4704513,6.6,4.25,7.42,22.0
11471,Michigan,1994,1,7203288,7.2,4.25,7.42,23.0
11472,Minnesota,1994,1,3419568,4.5,4.25,7.42,24.0
11473,Mississippi,1994,1,1963993,6.5,4.25,7.42,25.0
11474,Missouri,1994,1,3987496,5.7,4.25,7.42,26.0
11475,Montana,1994,1,634347,5.7,4.25,7.42,27.0
11476,Nebraska,1994,1,1208944,2.7,4.25,7.42,28.0
11477,Nevada,1994,1,1128355,6.5,4.25,7.42,29.0
11478,New Hampshire,1994,1,862690,5.0,4.25,7.42,30.0
11479,New Jersey,1994,1,6145734,7.2,5.05,8.81,31.0
11480,New Mexico,1994,1,1209400,6.7,4.25,7.42,32.0
11481,New York,1994,1,14173963,7.6,4.25,7.42,33.0
11483,North Carolina,1994,1,5436867,4.6,4.25,7.42,34.0
11484,North Dakota,1994,1,472527,4.1,4.25,7.42,35.0
11485,Ohio,1994,1,8419540,6.4,4.25,7.42,36.0
11486,Oklahoma,1994,1,2425251,5.7,4.25,7.42,37.0
11487,Oregon,1994,1,2377254,6.2,4.75,8.29,38.0
11488,Pennsylvania,1994,1,9340891,6.7,4.25,7.42,39.0
11489,Rhode Island,1994,1,780925,7.2,4.45,7.77,40.0
11490,South Carolina,1994,1,2759920,6.9,4.25,7.42,41.0
11491,South Dakota,1994,1,525353,3.4,4.25,7.42,42.0
11492,Tennessee,1994,1,3973159,5.2,4.25,7.42,43.0
11493,Texas,1994,1,13440466,7.0,4.25,7.42,44.0
11494,Utah,1994,1,1332973,3.7,4.25,7.42,45.0
11495,Vermont,1994,1,441194,4.5,4.25,7.42,46.0
11496,Virginia,1994,1,4891255,5.0,4.25,7.42,47.0
11497,Washington,1994,1,4000917,6.7,4.25,7.42,48.0
11498,West Virginia,1994,1,1429948,9.8,4.25,7.42,49.0
11499,Wisconsin,1994,1,3842319,4.5,4.25,7.42,50.0
11500,Wyoming,1994,1,350052,5.3,4.25,7.42,51.0
12084,Alabama,1995,1,3242927,5.9,4.25,7.21,1.0
12085,Alaska,1995,1,412474,7.1,4.75,8.06,2.0
12086,Arizona,1995,1,3289811,5.5,4.25,7.21,3.0
12087,Arkansas,1995,1,1900118,4.9,4.25,7.21,4.0
12088,California,1995,1,23229583,7.8,4.25,7.21,5.0
12090,Colorado,1995,1,2853628,3.6,4.25,7.21,6.0
12091,Connecticut,1995,1,2549248,5.3,4.27,7.25,7.0
12092,Delaware,1995,1,550640,4.0,4.25,7.21,8.0
12093,District of Columbia,1995,1,460302,7.9,4.25,7.21,9.0
12094,Florida,1995,1,11231668,5.7,4.25,7.21,10.0
12095,Georgia,1995,1,5402663,4.5,4.25,7.21,11.0
12096,Hawaii,1995,1,864001,5.0,5.25,8.91,12.0
12097,Idaho,1995,1,845008,5.5,4.25,7.21,13.0
12098,Illinois,1995,1,9018184,5.1,4.25,7.21,14.0
12099,Indiana,1995,1,4410611,4.2,4.25,7.21,15.0
12100,Iowa,1995,1,2169014,3.4,4.65,7.89,16.0
12101,Kansas,1995,1,1910721,4.6,4.25,7.21,17.0
12102,Kentucky,1995,1,2942037,5.1,4.25,7.21,18.0
12103,Louisiana,1995,1,3180299,7.1,4.25,7.21,19.0
12104,Maine,1995,1,953587,6.0,4.25,7.21,20.0
12105,Maryland,1995,1,3810305,4.8,4.25,7.21,21.0
12106,Massachusetts,1995,1,4731394,5.7,4.25,7.21,22.0
12107,Michigan,1995,1,7257686,5.2,4.25,7.21,23.0
12108,Minnesota,1995,1,3466789,3.7,4.25,7.21,24.0
12109,Mississippi,1995,1,1990215,6.0,4.25,7.21,25.0
12110,Missouri,1995,1,4030475,5.0,4.25,7.21,26.0
12111,Montana,1995,1,648942,5.5,4.25,7.21,27.0
12112,Nebraska,1995,1,1222869,2.5,4.25,7.21,28.0
12113,Nevada,1995,1,1193462,5.8,4.25,7.21,29.0
12114,New Hampshire,1995,1,872839,4.0,4.25,7.21,30.0
12115,New Jersey,1995,1,6178872,6.3,5.05,8.57,31.0
12116,New Mexico,1995,1,1240946,6.3,4.25,7.21,32.0
12117,New York,1995,1,14186934,6.2,4.25,7.21,33.0
12119,North Carolina,1995,1,5548712,4.0,4.25,7.21,34.0
12120,North Dakota,1995,1,476391,3.5,4.25,7.21,35.0
12121,Ohio,1995,1,8459692,4.5,4.25,7.21,36.0
12122,Oklahoma,1995,1,2444516,4.6,4.25,7.21,37.0
12123,Oregon,1995,1,2425500,4.5,4.75,8.06,38.0
12124,Pennsylvania,1995,1,9366211,5.7,4.25,7.21,39.0
12125,Rhode Island,1995,1,782784,6.3,4.45,7.55,40.0
12126,South Carolina,1995,1,2796656,5.1,4.25,7.21,41.0
12127,South Dakota,1995,1,533419,3.1,4.25,7.21,42.0
12128,Tennessee,1995,1,4042300,4.6,4.25,7.21,43.0
12129,Texas,1995,1,13699683,5.9,4.25,7.21,44.0
12130,Utah,1995,1,1384354,3.6,4.25,7.21,45.0
12131,Vermont,1995,1,445487,4.2,4.25,7.21,46.0
12132,Virginia,1995,1,4953786,4.4,4.25,7.21,47.0
12133,Washington,1995,1,4081835,6.0,4.25,7.21,48.0
12134,West Virginia,1995,1,1433466,7.7,4.25,7.21,49.0
12135,Wisconsin,1995,1,3886785,3.7,4.25,7.21,50.0
12136,Wyoming,1995,1,356310,4.5,4.25,7.21,51.0
12720,Alabama,1996,1,3270552,5.5,4.25,7.01,1.0
12721,Alaska,1996,1,418371,7.7,4.75,7.83,2.0
12722,Arizona,1996,1,3412217,5.2,4.25,7.01,3.0
12723,Arkansas,1996,1,1927059,5.0,4.25,7.01,4.0
12724,California,1996,1,23347682,7.8,4.25,7.01,5.0
12726,Colorado,1996,1,2934358,4.2,4.25,7.01,6.0
12727,Connecticut,1996,1,2554805,5.2,4.27,7.04,7.0
12728,Delaware,1996,1,560553,4.9,4.65,7.67,8.0
12729,District of Columbia,1996,1,454689,8.7,5.25,8.65,9.0
12730,Florida,1996,1,11462931,5.5,4.25,7.01,10.0
12731,Georgia,1996,1,5530794,4.6,4.25,7.01,11.0
12732,Hawaii,1996,1,872575,5.9,5.25,8.65,12.0
12733,Idaho,1996,1,869009,5.6,4.25,7.01,13.0
12734,Illinois,1996,1,9072171,5.3,4.25,7.01,14.0
12735,Indiana,1996,1,4457419,4.4,4.25,7.01,15.0
12736,Iowa,1996,1,2185951,3.6,4.65,7.67,16.0
12737,Kansas,1996,1,1931863,4.1,4.25,7.01,17.0
12738,Kentucky,1996,1,2973634,5.4,4.25,7.01,18.0
12739,Louisiana,1996,1,3207554,6.7,4.25,7.01,19.0
12740,Maine,1996,1,959309,5.5,4.25,7.01,20.0
12741,Maryland,1996,1,3842201,5.2,4.25,7.01,21.0
12742,Massachusetts,1996,1,4765275,5.0,4.75,7.83,22.0
12743,Michigan,1996,1,7327083,4.9,4.25,7.01,23.0
12744,Minnesota,1996,1,3517009,3.8,4.25,7.01,24.0
12745,Mississippi,1996,1,2015438,6.2,4.25,7.01,25.0
12746,Missouri,1996,1,4071453,4.5,4.25,7.01,26.0
12747,Montana,1996,1,662538,5.8,4.25,7.01,27.0
12748,Nebraska,1996,1,1239794,2.7,4.25,7.01,28.0
12749,Nevada,1996,1,1256570,5.3,4.25,7.01,29.0
12750,New Hampshire,1996,1,887988,3.6,4.25,7.01,30.0
12751,New Jersey,1996,1,6223011,6.4,5.05,8.33,31.0
12752,New Mexico,1996,1,1269493,7.4,4.25,7.01,32.0
12753,New York,1996,1,14213904,6.3,4.25,7.01,33.0
12755,North Carolina,1996,1,5666557,4.6,4.25,7.01,34.0
12756,North Dakota,1996,1,481255,3.2,4.25,7.01,35.0
12757,Ohio,1996,1,8504845,5.1,4.25,7.01,36.0
12758,Oklahoma,1996,1,2468782,4.3,4.25,7.01,37.0
12759,Oregon,1996,1,2476746,5.2,4.75,7.83,38.0
12760,Pennsylvania,1996,1,9395531,5.9,4.25,7.01,39.0
12761,Rhode Island,1996,1,786643,5.6,4.45,7.34,40.0
12762,South Carolina,1996,1,2833392,5.4,4.25,7.01,41.0
12763,South Dakota,1996,1,542485,3.3,4.25,7.01,42.0
12764,Tennessee,1996,1,4116441,5.2,4.25,7.01,43.0
12765,Texas,1996,1,13952899,6.1,4.25,7.01,44.0
12766,Utah,1996,1,1431735,3.4,4.25,7.01,45.0
12767,Vermont,1996,1,450779,4.1,4.75,7.83,46.0
12768,Virginia,1996,1,5020318,4.4,4.25,7.01,47.0
12769,Washington,1996,1,4158754,6.2,4.9,8.08,48.0
12770,West Virginia,1996,1,1435984,8.1,4.25,7.01,49.0
12771,Wisconsin,1996,1,3934251,3.8,4.25,7.01,50.0
12772,Wyoming,1996,1,361568,4.9,4.25,7.01,51.0
13356,Alabama,1997,1,3300177,5.1,4.75,7.66,1.0
13357,Alaska,1997,1,422267,7.4,5.25,8.46,2.0
13358,Arizona,1997,1,3532622,5.3,4.75,7.66,3.0
13359,Arkansas,1997,1,1954001,5.2,4.75,7.66,4.0
13360,California,1997,1,23649780,6.9,4.75,7.66,5.0
13362,Colorado,1997,1,3011088,3.8,4.75,7.66,6.0
13363,Connecticut,1997,1,2564361,5.2,4.77,7.69,7.0
13364,Delaware,1997,1,570466,4.9,5.0,8.06,8.0
13365,District of Columbia,1997,1,452076,8.0,5.75,9.27,9.0
13366,Florida,1997,1,11713194,5.2,4.75,7.66,10.0
13367,Georgia,1997,1,5667924,4.8,4.75,7.66,11.0
13368,Hawaii,1997,1,884149,6.0,5.25,8.46,12.0
13369,Idaho,1997,1,891011,5.4,4.75,7.66,13.0
13370,Illinois,1997,1,9137158,5.1,4.75,7.66,14.0
13371,Indiana,1997,1,4499228,3.4,4.75,7.66,15.0
13372,Iowa,1997,1,2199889,3.5,4.75,7.66,16.0
13373,Kansas,1997,1,1950004,4.2,4.75,7.66,17.0
13374,Kentucky,1997,1,2998231,5.8,4.75,7.66,18.0
